Contents Table						Header Table			Marker Table													Summary Table										Stimulus Table				Data Table																																																					
Table	Left	Top	Right	Bottom		Parameter	Value		Group	Name	Cage #	Age	Date	S	C	R	Eye	Name	uV	ms		Subject	Cage #	Step	Result	Eye	Trials	Rejects	Date	Comment		Step	Description	cd.s/m²		Step	Column	Chan	Result	Column	Trials	Step 1	Chan 1		Chan 2		Chan 3		Chan 4		Step 2	Chan 1			Chan 2			Chan 3			Chan 4			Step 3	Chan 1	Chan 2	Chan 3	Chan 4	Step 4	Chan 1	Chan 2	Chan 3	Chan 4	Step 5	Chan 1	Chan 2	Chan 3	Chan 4	Step 6	Chan 1	Chan 2	Chan 3	Chan 4	Step 7	Chan 1	Chan 2	Chan 3	Chan 4	
																																										136.5	-6126.8984375	-2261.640625	-2260.072265625	-7379.390625	-2523.279296875	4473.08984375	884.597045898438	18.4038772583008	136.5	14609.7265625	171.45263671875	-3317.408203125	-4524.4755859375	2527.20703125	1102.2177734375	7920.7490234375	-2835.40234375	3672.6064453125	-2224.7412109375	376.679748535156	1149.51184082031	136.5	202856	361305.625	1909.07397460938	3848.60327148438	136.5	106692.78125	256427.125	-2656.30004882813	1170.19287109375	136.5	118987.34375	292418.9375	-10767.271484375	-4996.71826171875	136.5	193983.46875	405211.0625	2708.89331054688	-12049.439453125	136.5	-963.427734375	1246.2109375	-1360.99633789063	-1392.84948730469	
																																										137	-6910.669921875	-76.75	-1664.0390625	-8195.859375	-2316.50146484375	6042.66015625	1436.47265625	-901.330261230469	137	15212.994140625	845.6435546875	-2965.8984375	-9473.921875	2280.8828125	472.0546875	4789.40576171875	-501.907775878906	3322.9990234375	-4130.5849609375	-284.970916748047	78.5535736083984	137	199803.515625	359261.65625	1535.53405761719	5135.66357421875	137	107062.7578125	251840.65625	-1021.59936523438	-578.56298828125	137	113186.265625	285390.0625	-12190.615234375	-8232.302734375	137	190988.28125	398482.09375	-662.814697265625	-14732.087890625	137	10.212890625	713.3359375	-396.851440429688	-1438.91247558594	
																																										137.5	-6391.466796875	-1080.40625	-1581.943359375	-8144.109375	-938.727600097656	4292.22705078125	1326.69140625	-988.4462890625	137.5	14223.041015625	119.297119140625	-3134.681640625	-12822.01171875	2887.302734375	-209.3818359375	825.32275390625	314.764465332031	2140.361328125	-5424.52734375	69.8076095581055	-983.814025878906	137.5	195466.671875	355899.90625	-429.472595214844	5055.16552734375	137.5	109097.3125	249034.6875	1904.5126953125	-1289.55590820313	137.5	109998.7734375	283784.125	-10794.7861328125	-7238.9013671875	137.5	191262.109375	393908.53125	-871.022888183594	-14558.93359375	137.5	1218.857421875	679.640625	748.884033203125	-1085.98266601563	
																																										138	-5637.5546875	-3664.234375	-2336.26953125	-7187.1640625	658.448974609375	808.932983398438	445.791229248047	-156.071441650391	138	10928.44140625	-970.491943359375	-3792.185546875	-10535.7841796875	3226.470703125	-1511.91650390625	-4076.443359375	224.332092285156	598.418151855469	-2327.83544921875	475.341674804688	-2184.26220703125	138	191277.0625	352433.1875	-2309.31323242188	4380.8525390625	138	109359.6875	247278.4375	3229.27978515625	-914.209228515625	138	109366.015625	285411.75	-6985.408203125	-3022.43212890625	138	191222.125	391692.46875	-248.375732421875	-11735.966796875	138	1732.935546875	707.890625	1141.48364257813	-681.864685058594	
																																										138.5	-4618.037109375	-5823.34375	-2913.28515625	-6793.1171875	2100.32690429688	-2065.4765625	-328.886779785156	383.114379882813	138.5	7868.685546875	-1684.68493652344	-4868.80078125	-4673.0966796875	3089.681640625	-2905.1640625	-7793.412109375	124.248252868652	-947.0263671875	3802.2490234375	465.403564453125	-3108.37890625	138.5	185715.203125	349220.125	-4533.95556640625	3696.76513671875	138.5	106666.4609375	244167.5	1633.42553710938	-1250.322265625	138.5	110129.515625	283101.625	-2381.30297851563	-1551.06298828125	138.5	188422.734375	391047.59375	-1323.62927246094	-7614.54296875	138.5	1896.279296875	-175.6953125	907.952514648438	-997.172973632813	
																																										139	-3330.384765625	-7630.828125	-1936.75	-7747.9609375	3236.04858398438	-3721.85717773438	172.000427246094	-200.7353515625	139	8794.5556640625	-2106.89111328125	-5683.259765625	-1723.48876953125	2813.70703125	-2503.09912109375	-7365.62060546875	264.913757324219	-1887.27563476563	7310.5341796875	204.82568359375	-2425.46850585938	139	179120.328125	343847.8125	-6797.2548828125	1604.24914550781	139	101185.4765625	240665.578125	-2438.24926757813	-2003.84301757813	139	110160.7109375	274937.375	752.76025390625	-5281.2236328125	139	184052.046875	391133.5	-3676.9248046875	-3625.58666992188	139	1933.171875	-1223.4140625	392.35107421875	-1565.51977539063	
																																										139.5	-2194.986328125	-10091.7734375	173.353515625	-8861.328125	3783.73266601563	-4886.02392578125	1679.21362304688	-1076.9638671875	139.5	12041.62890625	-1477.177734375	-5630.25390625	-2914.0078125	1858.150390625	-1730.916015625	-4063.912109375	1177.40869140625	-1775.13037109375	6202.724609375	-544.455810546875	-1134.20361328125	139.5	176742.515625	336574.6875	-5456.7822265625	-1688.27807617188	139.5	95969.828125	238551.453125	-6045.10791015625	-1833.77209472656	139.5	107606.15625	267736.25	771.69189453125	-9071.1240234375	139.5	180332.796875	391369.375	-5339.96337890625	-680.74267578125	139.5	1460.169921875	-1152.203125	-454.152954101563	-1327.06713867188	
																																										140	-771.9609375	-12849.625	2032.162109375	-8817.171875	4096.685546875	-5647.076171875	2899.572265625	-1027.37524414063	140	15200.8125	367.9169921875	-5191.314453125	-1896.24267578125	-6.4248046875	-3713.923828125	-633.337158203125	2875.31494140625	-1070.93518066406	5221.291015625	-1833.29614257813	-1775.18286132813	140	178844.109375	330622.40625	-263.772552490234	-3604.48681640625	140	94553.859375	236888.15625	-5941.87646484375	-1193.97631835938	140	103687.9453125	266133.28125	-1208.11108398438	-8187.4599609375	140	178287.421875	390744	-5114.8134765625	450.3720703125	140	1217.994140625	130.953125	-1026.54858398438	-106.494140625	
																																										140.5	145.6328125	-13152.984375	2689.69140625	-8081.171875	3784.82983398438	-4302.14306640625	2833.97045898438	-213.133117675781	140.5	16543.1875	1289.7099609375	-5174.951171875	1383.2861328125	-1426.9892578125	-7553.59423828125	778.746704101563	3670.0283203125	-614.321105957031	5777.49462890625	-2593.85766601563	-3994.87182617188	140.5	180212.796875	326547.1875	4310.9794921875	-3310.3095703125	140.5	95462.75	232582.75	-3072.509765625	-2379.27783203125	140.5	100933.4921875	266688	-2609.90966796875	-4601.6806640625	140.5	176116.453125	387017.34375	-4282.2548828125	-1521.77099609375	140.5	1806.470703125	1553.8046875	-813.856262207031	1163.51171875	
																																										141	-664.267578125	-10314.375	2262.044921875	-7477.9375	2092.85986328125	-468.913269042969	1570.26440429688	571.7509765625	141	14071.806640625	20.08154296875	-4872.677734375	2025.2314453125	-959.115234375	-9758.68359375	-1359.78515625	2425.00146484375	-133.819030761719	4757.0888671875	-1664.78869628906	-4934.955078125	141	179180.421875	323925.34375	5857.8994140625	-1347.5380859375	141	95664.546875	224524.4375	-496.796630859375	-6311.74609375	141	100521.421875	266264.75	-1964.16748046875	-1713.703125	141	171860.8125	379390.1875	-4694.52197265625	-6656.09326171875	141	2310.751953125	2480.859375	-480.293823242188	1725.19677734375	
																																										141.5	-2292.203125	-8506.796875	1422.080078125	-6943.484375	-199.898941040039	2474.10400390625	-74.9310150146484	1099.1455078125	141.5	8844.2666015625	-1744.37145996094	-3955.7197265625	204.0927734375	696.0615234375	-8723.90234375	-5796.7333984375	466.216247558594	635.534423828125	1793.79711914063	382.991516113281	-2949.80102539063	141.5	177830.9375	322952.8125	5677.65478515625	1767.04248046875	141.5	95057.4921875	217055.40625	757.342529296875	-9577.49609375	141.5	101689.5703125	265367.375	135.091796875	-222.29931640625	141.5	167692.328125	372263.03125	-5150.07373046875	-11086.572265625	141.5	2083.837890625	3145.6171875	-684.103942871094	1648.15551757813	
																																										142	-2982.416015625	-8584.8984375	88.314453125	-6855.8203125	-1491.91625976563	3128.53393554688	-1751.14624023438	1072.5078125	142	4577.50634765625	-2163.96337890625	-3682.4091796875	-1201.20703125	1308.7578125	-5803.1865234375	-8945.80859375	-360.490509033203	853.709899902344	-848.321166992188	1559.81372070313	798.767761230469	142	177290.625	321643.875	5340.04736328125	4129.9189453125	142	94832.25	215374.203125	1417.72314453125	-7775.666015625	142	101737.4296875	264238	1250.2587890625	53.42236328125	142	167047.109375	370587.6875	-3010.36791992188	-10433.5126953125	142	1497.71875	3385.0078125	-1244.92602539063	999.55322265625	
																																										142.5	-2329.1953125	-7282.375	-1883.556640625	-7645.265625	-1240.57080078125	3750.48168945313	-3371.427734375	268.708435058594	142.5	2410.423828125	-1314.47534179688	-4638.37890625	-2773.75805664063	455.8994140625	-4040.47509765625	-9194.3564453125	213.704895019531	33.1706314086914	-2900.72680664063	1167.39477539063	3371.41381835938	142.5	176315.625	318220.6875	4598.12841796875	4124.93603515625	142.5	93920.0859375	217407.25	1139.10986328125	-2276.77783203125	142.5	98561.1015625	261667.984375	-565.45654296875	-1293.89990234375	142.5	168232.65625	372450.15625	681.79150390625	-5957.7890625	142.5	1193.353515625	3243.9609375	-1580.99365234375	12.218505859375	
																																										143	-1727.59765625	-4575.34375	-3218.779296875	-8672.1796875	-592.336853027344	4990.66796875	-4025.68505859375	-721.471008300781	143	399.0771484375	-29.26513671875	-5770.994140625	-4665.86669921875	328.185546875	-5165.31494140625	-8045.9423828125	1364.38842773438	-997.353515625	-4384.865234375	840.699035644531	2919.53881835938	143	174111.046875	313845.03125	2998.32202148438	2645.88134765625	143	90718.609375	216354.453125	-944.057861328125	931.081298828125	143	94444.375	256946.734375	-3590.73388671875	-4358.9921875	143	167840.921875	372723.65625	2900.90087890625	-2513.08984375	143	1293.23046875	2778.5625	-1470.70129394531	-1090.50463867188	
																																										143.5	-1719.6875	-3507.6328125	-3185.220703125	-9193.6953125	-366.819183349609	4888.89990234375	-3198.556640625	-1155.39404296875	143.5	-443.61474609375	915.48974609375	-5172.146484375	-3467.71655273438	1503.8935546875	-7543.9130859375	-5661.80810546875	2123.71484375	-643.456298828125	-3131.27465820313	1439.52673339844	729.859497070313	143.5	171017.03125	309931.40625	850.803955078125	1305.58276367188	143.5	87450.2265625	211208.265625	-3079.74780273438	-158.0322265625	143.5	92134.46875	251066.15625	-5098.3916015625	-7986.12255859375	143.5	166744.46875	370735.96875	3605.50317382813	-1884.96484375	143.5	1408.296875	1970.4375	-1210.78234863281	-2193.521484375	
																																										144	-1333.98828125	-4814.1328125	-3382.421875	-9220.7578125	-85.8418502807617	2723.5712890625	-2194.9326171875	-940.668579101563	144	1729.1669921875	1611.12109375	-2901.0380859375	1579.533203125	1676.47265625	-8784.095703125	-1320.14953613281	2318.14086914063	1174.09326171875	1234.97424316406	1469.61120605469	-714.472778320313	144	167381.5625	305419	-1349.61083984375	-92.6740570068359	144	86295.828125	206707.515625	-3263.20751953125	-1963.89770507813	144	90210.109375	247088.4375	-5516.76318359375	-9548.35546875	144	165849.71875	368554.6875	3668.2587890625	-2618.73852539063	144	1482.1875	1401.390625	-973.081420898438	-2840.267578125	
																																										144.5	-294.306640625	-5576.03125	-4910.89453125	-8792.3359375	548.000915527344	751.127502441406	-2190.4873046875	-238.876617431641	144.5	6528.267578125	2932.0947265625	-1843.7001953125	6642.986328125	1030.638671875	-9041.849609375	4306.6162109375	2612.67846679688	2143.0537109375	5384.025390625	773.615295410156	-884.068054199219	144.5	162955.671875	300164.03125	-3533.8056640625	-1613.32543945313	144.5	85449.234375	204978.765625	-2578.55810546875	-1757.42358398438	144.5	87662.984375	246753.578125	-5849.87255859375	-7585.60986328125	144.5	163486.078125	365410.25	2420.45434570313	-4403.5830078125	144.5	1634.65625	1330.21875	-742.661987304688	-2824.87353515625	
																																										145	499.712890625	-4860.15625	-6586.140625	-8052.640625	944.588500976563	243.082244873047	-2507.83813476563	649.348937988281	145	12375.955078125	4075.43115234375	-3474.611328125	7620.080078125	1314.9912109375	-9364.3583984375	9509.240234375	2641.96215820313	777.818603515625	5537.04345703125	617.826721191406	-602.743041992188	145	157993.65625	296084.09375	-5430.23291015625	-1953.17102050781	145	83825.65625	204396.734375	-2272.47875976563	-213.537109375	145	84892.71875	245391.859375	-6188.7373046875	-5723.21044921875	145	160246.53125	358637.21875	479.356689453125	-8514.541015625	145	1957.740234375	1389.0234375	-459.633544921875	-2492.4423828125	
																																										145.5	126.771484375	-4470.1640625	-6901.990234375	-7599.3203125	375.837341308594	71.5625915527344	-1861.65930175781	1154.15966796875	145.5	14980.15234375	3780.1162109375	-5998.859375	6117.80078125	1734.9775390625	-9303.912109375	10845.5283203125	1550.03100585938	-1572.59008789063	2616.98217773438	703.293029785156	31.5411224365234	145.5	154229.84375	292865.875	-5811.3017578125	-1256.40783691406	145.5	81633.6484375	202537.34375	-2537.16650390625	482.4345703125	145.5	81739.3828125	238663.640625	-6688.98193359375	-7931.2646484375	145.5	160006.484375	349133.875	815.283447265625	-13997.478515625	145.5	2274.8671875	1408.6015625	-241.600128173828	-2141.80517578125	
																																										146	-805.505859375	-5365.4140625	-5911.091796875	-7530.140625	-717.74755859375	-800.622253417969	-142.426147460938	1127.341796875	146	11254.884765625	3513.9423828125	-6911.505859375	6051.4599609375	2026.3232421875	-8725.5830078125	6163.89697265625	377.350341796875	-2525.45263671875	334.064453125	749.657958984375	921.895751953125	146	153055	289010.3125	-3757.56591796875	-814.737182617188	146	78602.0625	198400.890625	-3479.5615234375	-862.35107421875	146	79489.5859375	230284.84375	-6449.90380859375	-11856.00390625	146	163188.703125	341997.78125	3969.17895507813	-16702.556640625	146	1954.9375	1758.2421875	-532.636047363281	-1634.54223632813	
																																										146.5	-1428.490234375	-7212.2734375	-4914.8828125	-7596.5234375	-1476.49890136719	-2298.0185546875	1511.67211914063	822.623901367188	146.5	3992.8037109375	4162.015625	-5761.830078125	6602.5947265625	2161.8349609375	-8049.79052734375	-1670.82397460938	43.7379989624023	-1356.89489746094	-805.1396484375	644.185668945313	1675.72961425781	146.5	153182.25	285331.0625	-517.004638671875	-410.258331298828	146.5	76000.96875	192932.796875	-4047.91015625	-3463.73461914063	146.5	79508.4609375	226431.890625	-4480.9501953125	-12174.71484375	146.5	163602.046875	341126.375	5190.31689453125	-13428.4765625	146.5	667.37109375	1929.640625	-1546.49963378906	-1327.47473144531	
																																										147	-2682.048828125	-8702.25	-3878.482421875	-7296.234375	-2324.89575195313	-3328.80224609375	2742.1875	735.032165527344	147	-1666.55322265625	4115.052734375	-3900.30859375	4464.634765625	467.064453125	-6913.607421875	-7367.1923828125	-433.535217285156	706.301513671875	-3033.171875	-737.633361816406	2448.26049804688	147	152023.8125	283055.8125	1433.55346679688	806.654418945313	147	74706.8125	187078.078125	-3419.48388671875	-6056.4755859375	147	80224.03125	227179.59375	-2025.638671875	-8085.57861328125	147	157968.625	343763	1355.77355957031	-6635.0634765625	147	-1312.73828125	1512.84375	-2954.96655273438	-1541.76513671875	
																																										147.5	-4864.509765625	-8747.3984375	-2150.861328125	-6905.5859375	-3513.47778320313	-2906.54418945313	3908.75390625	776.567993164063	147.5	-3603.09228515625	2538.1318359375	-2889.3115234375	-123.79541015625	-2049.5	-5742.0537109375	-8263.1259765625	-1826.05029296875	1949.05236816406	-6533.9111328125	-2665.51953125	2965.05200195313	147.5	149469.875	281679.25	1542.01135253906	2522.88598632813	147.5	74968.265625	182703.4375	-1487.79504394531	-6893.42138671875	147.5	79020.1875	227287.78125	-1376.59155273438	-3992.74194335938	147.5	151721.359375	342946.6875	-3514.75024414063	-2767.18920898438	147.5	-2573.748046875	1634.78125	-3572.76049804688	-1481.27844238281	
